lesson,type,promptEN,promptTE,A,B,C,D,correct,feedbackEN,feedbackTE
34,mcq,"He ____ (not / play) football, but his friends forced him to.","అతను ఫుట్‌బాల్ ____ (ఆడుతూ) ఉండకపోయేవాడు, కానీ అతని స్నేహితులు అతనిని బలవంతం చేశారు.",wouldn't play,wouldn't have played,wouldn't have been playing,didn't play,C,The *unreal ongoing result*. (Implied: 'If his friends hadn't forced him').,*అవాస్తవ కొనసాగుతున్న ఫలితం*. (సూచన: 'అతని స్నేహితులు బలవంతం చేయకుండా ఉంటే').
34,mcq,Choose the correct structure for a 'Past Unreal Ongoing Result'.,గత అవాస్తవ కొనసాగుతున్న ఫలితం' కోసం సరైన నిర్మాణాన్ని ఎంచుకోండి.,would have + V3,would have + been + V-ing,could have + V3,should have + been + V-ing,B,This is the definition of 'would have been V-ing'.,ఇది 'would have been V-ing' యొక్క నిర్వచనం.
34,mcq,Choose the correct structure for a 'Past Unreal Ongoing Opportunity'.,గత అవాస్తవ కొనసాగుతున్న అవకాశం' కోసం సరైన నిర్మాణాన్ని ఎంచుకోండి.,could have + V3,could have + been + V-ing,must have + been + V-ing,would have + been + V-ing,B,This is one meaning of 'could have been V-ing'.,ఇది 'could have been V-ing' యొక్క ఒక అర్థం.
34,mcq,Choose the correct structure for a 'Past Ongoing Deduction (Guess)'.,గత కొనసాగుతున్న అనుమానం (అంచనా)' కోసం సరైన నిర్మాణాన్ని ఎంచుకోండి.,should have + been + V-ing,must have + been + V-ing,could have + been + V-ing,B and C,D,Must have been V-ing' (strong guess) and 'Could have been V-ing' (weaker guess) are both deductions.,Must have been V-ing' (బలమైన అంచనా) మరియు 'Could have been V-ing' (బలహీనమైన అంచనా) రెండూ అనుమానాలే.
34,mcq,"He ____ (read) the book, but he watched TV instead. (Opportunity)","అతను పుస్తకం ____ (చదువుతూ) ఉండగలిగేవాడు, కానీ అతను బదులుగా టీవీ చూశాడు. (అవకాశం)",could have read,could have been reading,should have been reading,must have been reading,B,He had the *opportunity* to be reading.,అతనికి చదివే *అవకాశం* ఉంది.
34,mcq,He ____ (read) the book. It was his homework. (Regret),అతను పుస్తకం ____ (చదువుతూ) ఉండాల్సింది. అది అతని హోంవర్క్. (విచారం),could have read,could have been reading,should have been reading,must have been reading,C,"He *wasn't* reading, and it was a mistake.","అతను చదవడం *లేదు*, మరియు అది ఒక తప్పు."
34,mcq,He ____ (read) the book. He knows all the answers. (Deduction),అతను పుస్తకం ____ (చదువుతూ) ఉండి ఉండాలి. అతనికి అన్ని సమాధానాలు తెలుసు. (అనుమానం),could have read,could have been reading,should have been reading,must have been reading,D,Deduction about the *past ongoing action* that led to the present result.,ప్రస్తుత ఫలితానికి దారితీసిన *గత కొనసాగుతున్న చర్య* గురించి అనుమానం.
34,mcq,He ____ (read) the book. He wouldn't have finished it otherwise. (Unreal Result),అతను పుస్తకం ____ (చదువుతూ) ఉండి ఉండాలి. లేకపోతే అతను పూర్తి చేసి ఉండేవాడు కాదు. (అవాస్తవ ఫలితం),could have read,could have been reading,should have been reading,would have been reading,D,This is complex. 'He *must have been reading*' (Deduction) or 'He *would have been reading*' (Unreal). Let's stick to 'must have'.,ఇది సంక్లిష్టమైనది. 'He *must have been reading*' (అనుమానం) లేదా 'He *would have been reading*' (అవాస్తవం). 'must have'తో ఉందాం.
34,mcq,He passed? He ____ (cheat). It's impossible!,అతను పాస్ అయ్యాడా? అతను ____ (మోసం చేస్తూ) ఉండి ఉండలేడు. ఇది అసాధ్యం!,must have been cheating,can't have been cheating,shouldn't have been cheating,wouldn't have been cheating,B,Deduction of impossibility about an *ongoing* action.,*కొనసాగుతున్న* చర్య గురించి అసాధ్యం యొక్క అనుమానం.
34,mcq,"If I ____ (be) there, this ____ (not / happen).","నేను అక్కడ ____ (ఉండి) ఉంటే, ఇది ____ (జరిగి) ఉండేది కాదు.",was / wouldn't,had been / wouldn't have happened,were / wouldn't,had been / wouldn't have been happening,B,L27 (Simple): 'If' + Past Perfect -> 'wouldn't have' + V3 (happen). This is a *completed* event.,L27 (సింపుల్): 'If' + Past Perfect -> 'wouldn't have' + V3 (happen). ఇది *పూర్తయిన* సంఘటన.
34,mcq,"If I ____ (be) there, he ____ (not / shout).","నేను అక్కడ ____ (ఉండి) ఉంటే, అతను ____ (అరుస్తూ) ఉండేవాడు కాదు.",was / wouldn't,had been / wouldn't have happened,were / wouldn't,had been / wouldn't have been shouting,D,L34 (Continuous): 'If' + Past Perfect -> 'wouldn't have been' + V-ing ('shouting'). This is an *ongoing* action.,L34 (కంటిన్యూయస్): 'If' + Past Perfect -> 'wouldn't have been' + V-ing ('shouting'). ఇది *కొనసాగుతున్న* చర్య.
35,mcq,I'm not sure why he was tired. He ____ (work) hard. (Past ongoing possibility),అతను ఎందుకు అలసిపోయాడో నాకు ఖచ్చితంగా తెలియదు. అతను ____ (కష్టపడుతూ) ఉండి ఉండవచ్చు. (గత కొనసాగుతున్న అవకాశం),must have been working,should have been working,may have been working,can't have been working,C,May have been' + V-ing is used for a *possibility* or *guess* about a *past ongoing action*.,May have been' + V-ing అనేది *గత కొనసాగుతున్న చర్య* గురించి *అవకాశం* లేదా *అంచనా* కోసం ఉపయోగించబడుతుంది.
35,mcq,She didn't answer the phone. She ____ (sleep). (Past ongoing possibility),ఆమె ఫోన్‌కు సమాధానం ఇవ్వలేదు. ఆమె ____ (నిద్రపోతూ) ఉండి ఉండవచ్చు. (గత కొనసాగుతున్న అవకాశం),must have been sleeping,might have been sleeping,should have been sleeping,could have been sleeping,B,Might have been' + V-ing is a *guess* about a past ongoing action. ('Could have been' is also possible).,Might have been' + V-ing అనేది గత కొనసాగుతున్న చర్య గురించి ఒక *అంచనా*. ('Could have been' కూడా సాధ్యమే).
35,mcq,What does 'He might have been waiting' mean?,He might have been waiting' అంటే ఏమిటి?,I am sure he was waiting.,I am sure he was *not* waiting.,It is *possible* he was waiting.,He should have waited.,C,It expresses *uncertainty* or *possibility* about a past ongoing action.,ఇది గత కొనసాగుతున్న చర్య గురించి *అనిశ్చితి* లేదా *అవకాశం* వ్యక్తీకరిస్తుంది.
35,mcq,(CONTRAST) The phone rang 10 times! He ____ (sleep). (Deduction),(CONTRAST) ఫోన్ 10 సార్లు మోగింది! అతను ____ (నిద్రపోతూ) ఉండి ఉండాలి. (అనుమానం),must have been sleeping,might have been sleeping,should have been sleeping,can't have been sleeping,A,L32/33: This is a strong *deduction* ('must have').,L32/33: ఇది ఒక బలమైన *అనుమానం* ('తప్పక').
35,mcq,(CONTRAST) I don't know why he didn't answer. He ____ (sleep). (Possibility),(CONTRAST) అతను ఎందుకు సమాధానం ఇవ్వలేదో నాకు తెలియదు. అతను ____ (నిద్రపోతూ) ఉండి ఉండవచ్చు. (అవకాశం),must have been sleeping,might have been sleeping,should have been sleeping,can't have been sleeping,B,L35: 'I don't know' signals *possibility* ('might have').,L35: 'నాకు తెలియదు' *అవకాశాన్ని* ('ఉండవచ్చు') సూచిస్తుంది.
35,mcq,He looks happy. Maybe he ____ (have) a good day.,అతను సంతోషంగా ఉన్నాడు. బహుశా అతను ____ (మంచి రోజు గడుపుతూ) ఉండి ఉండవచ్చు.,must have been having,might have been having,should have been having,had,B,Maybe' introduces a *possibility*. Use 'might have been' + V-ing.,బహుశా' ఒక *అవకాశాన్ని* పరిచయం చేస్తుంది. 'might have been' + V-ing ఉపయోగించండి.
35,mcq,I can't find my keys. I ____ (not / pay) attention when I put them down.,నా తాళాలు కనుగొనలేకపోతున్నాను. నేను వాటిని కింద పెట్టినప్పుడు శ్రద్ధ ____ (పెట్టకుండా) ఉండి ఉండవచ్చు.,must not have been paying,might not have been paying,shouldn't have been paying,wasn't paying,B,A *possible* explanation ('might not') for why I can't find them.,నేను వాటిని ఎందుకు కనుగొనలేకపోతున్నాను என்பதற்கு ఒక *సాధ్యమయ్యే* వివరణ ('ఉండకపోవచ్చు').
35,mcq,(CONTRAST) I lost my keys. I ____ (pay) attention! (Regret),(CONTRAST) నేను నా తాళాలు కోల్పోయాను. నేను శ్రద్ధ ____ (పెడుతూ) ఉండాల్సింది! (విచారం),must have been paying,might have been paying,should have been paying,can't have been paying,C,L32/33: Regret ('should have') for an *ongoing action* that *didn't* happen.,L32/33: *జరగని* *కొనసాగుతున్న చర్య* కోసం విచారం ('ఉండాల్సింది').
35,mcq,What does 'He may not have been listening' mean?,He may not have been listening' అంటే ఏమిటి?,I am sure he wasn't listening.,It is *possible* he wasn't listening.,He should not listen.,He is not listening now.,B,It expresses *uncertainty* about a negative past ongoing action.,ఇది ఒక ప్రతికూల గత కొనసాగుతున్న చర్య గురించి *అనిశ్చితి* వ్యక్తీకరిస్తుంది.
35,mcq,Choose the correct sentence (Possibility).,సరైన వాక్యాన్ని ఎంచుకోండి (అవకాశం).,She might have been work.,She might have been working.,She might been working.,She might have working.,B,Correct structure: 'might have been' + V-ing ('working').,సరైన నిర్మాణం: 'might have been' + V-ing ('working').
35,mcq,Choose the correct sentence (Negative Possibility).,సరైన వాక్యాన్ని ఎంచుకోండి (ప్రతికూల అవకాశం).,He may not have been study.,He may not been studying.,He may not have been studying.,He may not have studying.,C,Correct structure: 'may not have been' + V-ing ('studying').,సరైన నిర్మాణం: 'may not have been' + V-ing ('studying').
35,mcq,Choose the incorrect sentence.,తప్పు వాక్యాన్ని ఎంచుకోండి.,They may have been waiting.,He may have been waiting.,She may have been waiting.,We may been waiting.,D,Incorrect. Must include 'have' ('may *have* been').,తప్పు. 'have' చేర్చాలి ('may *have* been').
35,mcq,Choose the incorrect sentence.,తప్పు వాక్యాన్ని ఎంచుకోండి.,I might have been dreaming.,You might have been dreaming.,He might has been dreaming.,It might have been dreaming.,C,Incorrect. *Always* use 'have' after a modal ('might have').,తప్పు. మోడల్ తర్వాత *ఎల్లప్పుడూ* 'have' ఉపయోగించండి ('might have').
35,mcq,The baby was crying. Maybe it ____ (feel) hungry.,పాప ఏడుస్తోంది. బహుశా దానికి ఆకలిగా ____ (అనిపిస్తూ) ఉండి ఉండవచ్చు.,must have been feeling,might have been feeling,should have been feeling,was feeling,B,Maybe' signals possibility. Use 'might have been' + V-ing.,బహుశా' అవకాశాన్ని సూచిస్తుంది. 'might have been' + V-ing ఉపయోగించండి.
35,mcq,(CONTRAST) The baby stopped crying. It ____ (eat). (Deduction),(CONTRAST) పాప ఏడవడం ఆపేసింది. అది ____ (తిని) ఉండాలి. (అనుమానం),must have eaten,might have eaten,must have been eating,might have been eating,A,L25 (Simple): Deduction about a *completed* action.,L25 (సింపుల్): *పూర్తయిన* చర్య గురించి అనుమానం.
35,mcq,I don't remember the party well. I ____ (drink) too much.,నాకు పార్టీ బాగా గుర్తులేదు. నేను చాలా ఎక్కువగా ____ (తాగుతూ) ఉండి ఉండవచ్చు.,must have been drinking,might have been drinking,should have been drinking,drank,B,A *possible* reason ('might have') for the lack of memory.,జ్ఞాపకశక్తి లేకపోవడానికి ఒక *సాధ్యమయ్యే* కారణం ('ఉండవచ్చు').
35,mcq,(CONTRAST) He failed his breathalyzer test. He ____ (drink). (Deduction),(CONTRAST) అతను బ్రీతలైజర్ పరీక్షలో ఫెయిల్ అయ్యాడు. అతను ____ (తాగి) ఉండాలి. (అనుమానం),must have drunk,might have drunk,must have been drinking,might have been drinking,C,L32/33 (Continuous): Strong deduction about the *ongoing action* of drinking before the test. ('A' is also possible).,L32/33 (కంటిన్యూయస్): పరీక్షకు ముందు తాగడం అనే *కొనసాగుతున్న చర్య* గురించి బలమైన అనుమానం. ('A' కూడా సాధ్యమే).
35,mcq,Why didn't she come? B: I'm not sure. She ____ (work) late.,ఆమె ఎందుకు రాలేదు? B: నాకు ఖచ్చితంగా తెలియదు. ఆమె ఆలస్యంగా ____ (పనిచేస్తూ) ఉండి ఉండవచ్చు.,must have been working,might have been working,should have been working,was working,B,I'm not sure' signals possibility.,నాకు ఖచ్చితంగా తెలియదు' అవకాశాన్ని సూచిస్తుంది.
35,mcq,Which modal perfect continuous expresses possibility/guess?,ఏ మోడల్ పర్ఫెక్ట్ కంటిన్యూయస్ అవకాశం/అంచనా వ్యక్తీకరిస్తుంది?,Should have been V-ing,Must have been V-ing,Could have been V-ing,May/Might have been V-ing,D,May have been' and 'Might have been' are the primary forms for possibility. ('Could have been' is also used).,May have been' మరియు 'Might have been' అవకాశం కోసం ప్రాథమిక రూపాలు. ('Could have been' కూడా ఉపయోగించబడుతుంది).
35,mcq,Which modal perfect continuous expresses deduction (certainty)?,ఏ మోడల్ పర్ఫెక్ట్ కంటిన్యూయస్ అనుమానం (ఖచ్చితత్వం) వ్యక్తీకరిస్తుంది?,Should have been V-ing,Must have been V-ing,Can't have been V-ing,Both B and C,D,Must have been V-ing' (certain it happened) and 'Can't have been V-ing' (certain it didn't happen) are deductions.,Must have been V-ing' (జరిగిందని ఖచ్చితంగా తెలుసు) మరియు 'Can't have been V-ing' (జరగలేదని ఖచ్చితంగా తెలుసు) అనుమానాలు.
35,mcq,--- REVIEW START ---,--- REVIEW START ---,(OK),(OK),(OK),(OK),A,This marks the start of the review section.,ఇది సమీక్ష విభాగం ప్రారంభాన్ని సూచిస్తుంది.
35,mcq,"(REVIEW) I ____ English for 5 years. (Started in past, continues now)","(REVIEW) నేను 5 సంవత్సరాలుగా ఇంగ్లీష్ ____. (గతంలో ప్రారంభమై, ఇప్పుడు కొనసాగుతుంది)",am learning,learned,have been learning,had been learning,C,L29 (Pres Perf Cont): Duration ('for 5 years') leading up to the present.,L29 (ప్రె పర్ కంటి): ప్రస్తుతం వరకు దారితీసే వ్యవధి ('5 సంవత్సరాలుగా').
35,mcq,(REVIEW) I ____ English when I lived in London. (Past duration),(REVIEW) నేను లండన్‌లో నివసించినప్పుడు ఇంగ్లీష్ ____. (గత వ్యవధి),learned,was learning,had learned,had been learning,B,L14 (Past Cont): Focuses on the activity *during* the time I lived there. 'A' is also possible.,L14 (పాస్ట్ కంటి): నేను అక్కడ నివసించిన *సమయం*లో కార్యకలాపంపై దృష్టి పెడుతుంది. 'A' కూడా సాధ్యమే.
35,mcq,(REVIEW) I ____ English *before* I went to London. (Completed before past),(REVIEW) నేను లండన్ వెళ్లడానికి *ముందే* ఇంగ్లీష్ ____. (గతం కంటే ముందే పూర్తయింది),learned,had learned,had been learning,have learned,B,L23 (Past Perf Simple): The learning was *completed* *before* the past event ('went').,L23 (పాస్ట్ పర్ సింపుల్): గత సంఘటన ('వెళ్ళాను') *ముందు* నేర్చుకోవడం *పూర్తయింది*.
35,mcq,(REVIEW) I ____ English for 2 years *before* I went to London. (Duration before past),(REVIEW) నేను లండన్ వెళ్లడానికి *ముందు* 2 సంవత్సరాలుగా ఇంగ్లీష్ ____. (గతం కంటే ముందు వ్యవధి),learned,had learned,had been learning,have been learning,C,L30 (Past Perf Cont): Focuses on the *duration* ('for 2 years') *before* the past event ('went').,L30 (పాస్ట్ పర్ కంటి): గత సంఘటన ('వెళ్ళాను') *ముందు* *వ్యవధి* ('2 సంవత్సరాలుగా')పై దృష్టి పెడుతుంది.
35,mcq,"(REVIEW) By next year, I ____ English for 3 years. (Duration before future)","(REVIEW) వచ్చే ఏడాది నాటికి, నేను 3 సంవత్సరాలుగా ఇంగ్లీష్ ____. (భవిష్యత్తు కంటే ముందు వ్యవధి)",will learn,will be learning,will have learned,will have been learning,D,L31 (Future Perf Cont): Focuses on the *duration* ('for 3 years') *by* a future time ('By next year').,L31 (ఫ్యూచర్ పర్ కంటి): భవిష్యత్ సమయం ('వచ్చే ఏడాది నాటికి') నాటికి *వ్యవధి* ('3 సంవత్సరాలుగా')పై దృష్టి పెడుతుంది.
35,mcq,(REVIEW) I ____ (finish) my work *by* 5 PM yesterday.,(REVIEW) నేను నిన్న సాయంత్రం 5 గంటల *నాటికి* నా పని ____ (పూర్తి చేశాను).,finished,had finished,had been finishing,was finishing,B,L23 (Past Perf Simple): The action was *completed* ('finished') *by* a specific past time.,L23 (పాస్ట్ పర్ సింపుల్): నిర్దిష్ట గత సమయానికి చర్య *పూర్తయింది* ('పూర్తి చేశాను').
35,mcq,(REVIEW) I ____ (finish) my work *at* 5 PM yesterday.,(REVIEW) నేను నిన్న సాయంత్రం 5 గంటలకు నా పని ____ (పూర్తి చేశాను).,finished,had finished,had been finishing,was finishing,A,L8 (Simple Past): The action happened *at* a specific past time.,L8 (సింపుల్ పాస్ట్): చర్య నిర్దిష్ట గత సమయంలో *జరిగింది*.
35,mcq,(REVIEW) I ____ (finish) my work *by* 5 PM tomorrow.,(REVIEW) నేను రేపు సాయంత్రం 5 గంటల *నాటికి* నా పని ____ (పూర్తి చేస్తాను).,will finish,will have finished,will have been finishing,will be finishing,B,L24 (Future Perf Simple): The action will be *completed* ('finished') *by* a specific future time.,L24 (ఫ్యూచర్ పర్ సింపుల్): నిర్దిష్ట భవిష్యత్ సమయానికి చర్య *పూర్తవుతుంది* ('పూర్తి చేస్తాను').
35,mcq,(REVIEW) I ____ (finish) my work *at* 5 PM tomorrow.,(REVIEW) నేను రేపు సాయంత్రం 5 గంటలకు నా పని ____ (పూర్తి చేస్తాను).,will finish,will have finished,will have been finishing,will be finishing,A,L11 (Simple Future): The action will happen *at* a specific future time.,L11 (సింపుల్ ఫ్యూచర్): చర్య నిర్దిష్ట భవిష్యత్ సమయంలో *జరుగుతుంది*.
35,mcq,"(REVIEW) If I had known, I ____ (come). (Unreal Past Result)","(REVIEW) నాకు తెలిసి ఉంటే, నేను ____ (వచ్చి) ఉండేవాడిని. (అవాస్తవ గత ఫలితం)",would come,could come,would have come,came,C,L27 (Would have): Unreal result of a past condition.,L27 (Would have): గత పరిస్థితి యొక్క అవాస్తవ ఫలితం.
35,mcq,(REVIEW) You ____ (tell) me! (Past Regret),(REVIEW) మీరు నాకు ____ (చెప్పి) ఉండాల్సింది! (గత విచారం),should tell,could have told,should have told,must have told,C,L25 (Should have): Regret for a past action that didn't happen.,L25 (Should have): జరగని గత చర్య కోసం విచారం.
35,mcq,(REVIEW) He ____ (be) joking. (Past Deduction),(REVIEW) అతను ____ (హాస్యం చేస్తూ) ఉండి ఉండాలి. (గత అనుమానం),must be,could be,must have been,should have been,C,L25 (Must have): Deduction about a past state ('been').,L25 (Must have): గత స్థితి ('ఉండి') గురించి అనుమానం.
35,mcq,(REVIEW) He ____ (joke). (Past Deduction - Ongoing),(REVIEW) అతను ____ (హాస్యం చేస్తూ) ఉండి ఉండాలి. (గత అనుమానం - కొనసాగుతున్నది),must joke,must have joked,must have been joking,should have been joking,C,L32/33 (Must have been): Deduction about a past *ongoing* action ('joking').,L32/33 (Must have been): గత *కొనసాగుతున్న* చర్య ('హాస్యం చేయడం') గురించి అనుమానం.
35,mcq,(REVIEW) He ____ (joke). I'm not sure. (Past Possibility - Ongoing),(REVIEW) అతను ____ (హాస్యం చేస్తూ) ఉండి ఉండవచ్చు. నాకు ఖచ్చితంగా తెలియదు. (గత అవకాశం - కొనసాగుతున్నది),may joke,may have joked,may have been joking,should have been joking,C,L35 (May have been): Possibility about a past *ongoing* action ('joking').,L35 (May have been): గత *కొనసాగుతున్న* చర్య ('హాస్యం చేయడం') గురించి అవకాశం.
35,mcq,(REVIEW) He ____ (leave) already. (Present Perfect),(REVIEW) అతను అప్పటికే ____ (వెళ్లిపోయాడు). (ప్రెజెంట్ పర్ఫెక్ట్),left,has left,had left,leaves,B,L22 (Present Perfect): 'already' often signals Present Perfect (completed recently).,L22 (ప్రెజెంట్ పర్ఫెక్ట్): 'already' తరచుగా ప్రెజెంట్ పర్ఫెక్ట్‌ను సూచిస్తుంది (ఇటీవల పూర్తయింది).
35,mcq,(REVIEW) He ____ (leave) before I arrived. (Past Perfect),(REVIEW) నేను రాకముందే అతను ____ (వెళ్లిపోయాడు). (పాస్ట్ పర్ఫెక్ట్),left,has left,had left,leaves,C,L23 (Past Perfect): Action 1 ('had left') happened *before* Action 2 ('arrived').,L23 (పాస్ట్ పర్ఫెక్ట్): చర్య 1 ('వెళ్లిపోయాడు') చర్య 2 ('వచ్చాను') *ముందు* జరిగింది.
35,mcq,"(REVIEW) By the time I arrive, he ____ (leave). (Future Perfect)","(REVIEW) నేను వచ్చేసరికి, అతను ____ (వెళ్లిపోయి) ఉంటాడు. (ఫ్యూచర్ పర్ఫెక్ట్)",will leave,will be leaving,will have left,leaves,C,L24 (Future Perfect Simple): Action 1 ('will have left') will be completed *before* Action 2 ('arrive').,L24 (ఫ్యూచర్ పర్ఫెక్ట్ సింపుల్): చర్య 1 ('వెళ్లిపోయి ఉంటాడు') చర్య 2 ('వస్తాను') *ముందు* పూర్తవుతుంది.
35,mcq,(REVIEW) How long ____ (you / wait)? (Present Duration),(REVIEW) మీరు ఎంతసేపటి నుండి ____ (వేచి ఉన్నారు)? (ప్రస్తుత వ్యవధి),are you waiting,do you wait,have you been waiting,had you been waiting,C,L29 (Pres Perf Cont): Asks about duration leading up to *now*.,L29 (ప్రె పర్ కంటి): *ఇప్పటి* వరకు దారితీసే వ్యవధి గురించి అడుగుతుంది.
35,mcq,(REVIEW) How long ____ (you / wait) before he came? (Past Duration),(REVIEW) అతను రాకముందు మీరు ఎంతసేపటి నుండి ____ (వేచి ఉన్నారు)? (గత వ్యవధి),were you waiting,had you waited,had you been waiting,did you wait,C,L30 (Past Perf Cont): Asks about duration *before* a *past* event ('came').,L30 (పాస్ట్ పర్ కంటి): *గత* సంఘటన ('వచ్చాడు') *ముందు* వ్యవధి గురించి అడుగుతుంది.
35,mcq,(REVIEW) How long ____ (you / wait) by the time he comes? (Future Duration),(REVIEW) అతను వచ్చేసరికి మీరు ఎంతసేపటి నుండి ____ (వేచి ఉంటూ) ఉంటారు? (భవిష్యత్ వ్యవధి),will you be waiting,will you have waited,will you have been waiting,will you wait,C,L31 (Future Perf Cont): Asks about duration *by* a *future* event ('comes').,L31 (ఫ్యూచర్ పర్ కంటి): *భవిష్యత్* సంఘటన ('వస్తాడు') *నాటికి* వ్యవధి గురించి అడుగుతుంది.
35,mcq,(REVIEW) You missed the train. You ____ (leave) earlier. (Past Regret),(REVIEW) మీరు రైలును కోల్పోయారు. మీరు ముందుగా ____ (బయలుదేరి) ఉండాల్సింది. (గత విచారం),should leave,should have left,must have left,could have left,B,"L25 (Should have): Regret about a *single, completed* action ('leave').","L25 (Should have): *ఒకే, పూర్తయిన* చర్య ('బయలుదేరడం') గురించి విచారం."
35,mcq,(REVIEW) You missed the train. You ____ (get) stuck in traffic. (Past Deduction),(REVIEW) మీరు రైలును కోల్పోయారు. మీరు ట్రాఫిక్‌లో ____ (చిక్కుకుని) ఉండి ఉండాలి. (గత అనుమానం),must get,must have got,must have been getting,could have got,B,"L25 (Must have): Deduction about a *single, completed* event ('get stuck').","L25 (Must have): *ఒకే, పూర్తయిన* సంఘటన ('చిక్కుకుపోవడం') గురించి అనుమానం."
35,mcq,(REVIEW) You missed the train. You ____ (take) the earlier train. (Missed Opportunity),(REVIEW) మీరు రైలును కోల్పోయారు. మీరు ముందు రైలు ____ (తీసుకుని) ఉండగలిగేవారు. (తప్పిన అవకాశం),could take,could have taken,should have taken,must have taken,B,"L27 (Could have): Missed opportunity for a *single, completed* action ('take').","L27 (Could have): *ఒకే, పూర్తయిన* చర్య ('తీసుకోవడం') కోసం తప్పిన అవకాశం."
35,mcq,(REVIEW) You missed the train. You ____ (run) faster! (Past Unreal Result),(REVIEW) మీరు రైలును కోల్పోయారు. మీరు వేగంగా ____ (పరుగెత్తి) ఉండేవారు! (అవాస్తవ గత ఫలితం),would run,would have run,would have been running,ran,B,L27 (Would have): Unreal result. (Implied: 'If you had run faster').,L27 (Would have): అవాస్తవ ఫలితం. (సూచన: 'మీరు వేగంగా పరుగెత్తి ఉంటే').
35,mcq,(REVIEW) I ____ (never / be) to China. (Life Experience),(REVIEW) నేను చైనాకు ____ (ఎప్పుడూ / వెళ్లలేదు). (జీవిత అనుభవం),never went,have never been,had never been,will never be,B,L22 (Present Perfect): 'never' + 'Have been' is used for life experience up to now.,L22 (ప్రెజెంట్ పర్ఫెక్ట్): 'never' + 'Have been' ఇప్పటి వరకు జీవిత అనుభవం కోసం ఉపయోగించబడుతుంది.
35,mcq,(REVIEW) I ____ (never / be) to China *before* I went last year. (Experience Before Past),(REVIEW) నేను గత సంవత్సరం వెళ్లడానికి *ముందు* చైనాకు ____ (ఎప్పుడూ / వెళ్లలేదు). (గతం కంటే ముందు అనుభవం),never went,have never been,had never been,would never be,C,L23 (Past Perfect): 'had never been' describes experience *before* a specific past time.,L23 (పాస్ట్ పర్ఫెక్ట్): 'had never been' నిర్దిష్ట గత సమయం *ముందు* అనుభవాన్ని వివరిస్తుంది.
35,mcq,(REVIEW) I ____ (study) when the phone rang. (Past Continuous),(REVIEW) ఫోన్ మోగినప్పుడు నేను ____ (చదువుతూ) ఉన్నాను. (పాస్ట్ కంటిన్యూయస్),studied,was studying,had studied,had been studying,B,L14 (Past Cont.): Ongoing action interrupted by a single past action.,L14 (పాస్ట్ కంటి.): ఒకే గత చర్య ద్వారా అంతరాయం కలిగిన కొనసాగుతున్న చర్య.
35,mcq,(REVIEW) I ____ (study) for 3 hours when the phone rang. (Past Perfect Continuous),(REVIEW) ఫోన్ మోగినప్పుడు నేను 3 గంటలుగా ____ (చదువుతూ) ఉన్నాను. (పాస్ట్ పర్ఫెక్ట్ కంటిన్యూయస్),studied,was studying,had studied,had been studying,D,L30 (Past Perf Cont.): Duration ('for 3 hours') *before* a past action ('rang').,L30 (పాస్ట్ పర్ కంటి.): గత చర్య ('మోగింది') *ముందు* వ్యవధి ('3 గంటలుగా').
36,mcq,I ____ go to work at 9 AM. (Rule/Schedule),నేను ఉదయం 9 గంటలకు పనికి ____. (నియమం/షెడ్యూల్),must,have to,should,can,B,Have to' is used for obligations based on rules or external circumstances.,నియమాలు లేదా బాహ్య పరిస్థితుల ఆధారంగా బాధ్యతల కోసం 'Have to' ఉపయోగించబడుతుంది.
36,mcq,She ____ wear a uniform to school. (Rule),ఆమె పాఠశాలకు యూనిఫాం ____. (నియమం),must,has to,should,can,B,"Use 'has to' with 'he', 'she', or 'it' for present obligation.","ప్రస్తుత బాధ్యత కోసం 'he', 'she', లేదా 'it'తో 'has to' ఉపయోగించండి."
36,mcq,You ____ pay taxes. (Law/Obligation),మీరు పన్నులు ____. (చట్టం/బాధ్యత),must,have to,should,may,B,Have to' is common for legal obligations. 'Must' is also possible.,చట్టపరమైన బాధ్యతల కోసం 'Have to' సాధారణం. 'Must' కూడా సాధ్యమే.
36,mcq,He ____ finish the report today. (Deadline),అతను ఈరోజు నివేదికను ____. (గడువు),must,has to,should,will,B,Has to' is used for obligations due to deadlines or requirements.,గడువులు లేదా అవసరాల కారణంగా బాధ్యతల కోసం 'Has to' ఉపయోగించబడుతుంది.
36,mcq,We ____ buy a ticket to watch the movie. (Requirement),సినిమా చూడటానికి మనం టికెట్ ____. (అవసరం),must,have to,should,can,B,Have to' expresses a necessary condition.,Have to' అవసరమైన పరిస్థితిని వ్యక్తీకరిస్తుంది.
36,mcq,"In my job, I ____ travel a lot. (Necessity)","నా ఉద్యోగంలో, నేను చాలా ____. (అవసరం)",must,have to,should,will,B,Have to' describes a necessity based on the job requirements.,Have to' ఉద్యోగ అవసరాల ఆధారంగా అవసరాన్ని వివరిస్తుంది.
36,mcq,It's Sunday. I ____ go to work today. (No Necessity),ఇది ఆదివారం. నేను ఈరోజు పనికి ____. (అవసరం లేదు),mustn't,don't have to,shouldn't,can't,B,Don't have to' means 'it is not necessary'.,Don't have to' అంటే 'అది అవసరం లేదు' అని అర్థం.
